121493804,298
1175777581,21
121493799,1
988176687,2
453044527,14
543379761,0
402176307,0
206197047,2
858124601,356
740675898,412
79063354,15
1223715132,479
972511552,1
921854276,116
429201733,10
347793733,0
455078215,1
257573196,0
403272013,2
773017934,9
124686671,4
908153168,14
386003279,4
117752146,22
78311760,11
1317493077,160
1377413462,1
83052889,0
302184794,0
1047335260,560
278974813,302
1151856991,147
123885923,1
1334991206,41
551719271,25
1378685290,17
1087926635,109
703889772,126
1078714736,180
876523888,30
263170419,20
259725683,2
292026740,1
730188152,21
197308794,3
1067688314,189
76591483,0
1380252026,686
162197885,1
937685375,11
646537599,16
427774337,2
267350404,1
216662405,14
1291526534,29
1382244741,18
1374910857,16
279241099,72
1046219148,0
319637902,0
1053581711,3
384522641,86
294367635,1
294367636,11
260626837,0
292651411,0
118720919,11
209377688,0
595892633,43
948976028,113
92723614,2
593432991,2
969519520,1080
1078765985,8
452161951,0
879268256,0
334244254,0
1299915173,138
121809318,2
608065959,0
1123488172,74
1027264941,67
304855471,2
1115818419,13
296237493,10
966670774,120
268003768,19
584092091,1
1056838077,11
264659389,0
287113664,0
207251905,23
82108868,1
979020229,11
79743431,0
154597838,75
202883543,16
1030232536,10
1077418457,524
630839767,3
215863771,0
659155419,329
670966237,0
77840861,2
83653087,14
341623264,1
824445407,9
201671138,434
515547619,0
482331108,5
316045799,130
792424937,4
314020330,17
1217657323,465
173429229,75
1287225837,116
206404080,0
280789489,13
129950199,25
1017074168,0
437299706,729
844102142,316
967352832,40
706492929,8
257473028,1
510036484,0
550248966,13
485501445,0
1396058631,37
79424011,11
283605519,356
1033292305,6
1369393683,277
886538772,178
160256534,5
507888150,2
207936024,0
935002648,2
663872027,3
77244958,0
214886950,1
318345767,18
261059112,1
94571049,26
1198694952,7
381702699,0
1070322219,428
290951725,0
1233834541,425
201376301,59
111530542,0
1078112813,139
1382371884,41
261059123,5
79016499,20
268800565,178
1039692339,11
80028216,4
325534266,0
220281403,0
655135292,38
470622782,6
1201314368,29
270424643,1
680768069,5
789568069,0
304114245,1
212382281,184
811377230,523
660099665,9
93424211,0
273410644,0
211872343,3
838091356,2
717265500,3
1364128350,6
1072159330,86
183589475,1
152564324,15
595399272,23
379613801,1
1129802347,12
92613227,0
1170934381,296
372386413,1
152564333,24
215450224,0
427166321,20
1091709555,357
1369393780,280
105441909,1
372257397,54
377008759,2
111094393,1
796183168,0
73329284,57
316019334,10
1264843400,1057
1253110409,88
300765836,2
73329293,12
788236947,92
412457621,1
329937558,85
121393815,2
719585944,135
1093028505,497
77001367,135
566985372,19
1069757084,547
343417505,0
398500515,8
161481381,3
119843495,3
1045990056,56
480787112,1
1324249769,982
977676980,155
1151634104,9
1123095226,0
271210495,32
405271228,124
768142013,0
626299586,22
75092679,20
821746377,50
191636169,23
957430475,42
1044753097,18
910990031,75
288838352,5
1389951701,6
332516054,435
73331418,1
329208542,4
1122376417,556
371233507,3
545919715,75
270037732,105
475878118,86
477024998,0
256580326,19
336184040,7
934820588,763
1198732014,86
331535091,2
220400371,10
994349813,47
1352051443,9
966501112,1
992207609,184
116073210,0
74173178,15
73329404,33
119777571,7
935092991,9
261735167,141
1076462336,0
259744514,3
1049039619,3
201806599,0
135709448,0
313848583,3
521964299,3
296475404,1
794030859,131
73331469,11
366349073,8
73329429,18
394775318,328
1126251286,0
152249110,384
252623641,0
1025399574,22
493845276,32
355187485,3
278981407,558
103496481,6
428761890,3
1054081827,54
703720228,111
1089022756,749
211872550,14
1131365157,0
289338154,13
267047723,0
264665898,0
91472687,3
360084272,518
657476401,10
640246578,380
580709168,5
1371294511,66
1333193523,209
1130464057,4
76583739,12
1323836220,10
470623037,0
120329020,7
420543296,13
258935617,1
424397634,2
523121474,170
458066753,59
1010686786,3
1091308358,26
292027206,2
1085301578,15
1358451531,21
738433869,91
391332685,2
1242364752,2
1150124880,180
1081244497,353
513506131,0
210903888,1
477248343,18
1330684764,4
299346780,0
847641439,36
1371558752,11
564001633,104
1391405921,44
302863207,4
1243247464,739
284148583,18
664503146,0
1093364587,228
917918570,358
91689834,12
86997870,30
963597166,49
292129648,0
200323953,12
283908977,154
470664050,13
79491957,2
179237749,26
421825401,0
268557178,8
282825594,4
104731516,0
592032637,4
331191165,25
73802620,29
73329536,0
327725953,32
253709184,0
862258051,33
877968260,369
1315040130,607
1024822151,4
216015753,161
303483786,0
969524107,16
284947339,52
291668879,2
148759439,0
524678035,1
444083093,1
984771479,19
272591768,0
945390489,53
917453719,1190
564425626,23
390165399,0
1093272481,2
369757090,14
299436963,0
1076138916,0
268977062,0
568456106,28
78459818,92
387875756,2
396452781,12
1355889579,9
626471856,90
1345682353,0
219044787,0
80294837,85
128859062,46
972135351,1
406330298,0
1059509178,65
211207100,0
1148175292,335
77245374,3
1049183167,422
1134439359,28
490427327,0
490427324,0
736826307,63
189053885,20
470623173,3
1381147591,8
256177096,0
480486345,332
113310667,4
147907532,19
676135884,3
1073499086,698
267316175,0
593355728,109
160064459,40
73802706,10
901477333,1
152490967,1
120906714,1
73802717,1
332923870,0
202093535,1
396903391,13
179237854,13
73329638,10
1178704872,694
73331689,2
334724074,135
899636200,0
574192620,57
392721385,0
956742638,101
402183151,1
90983408,40
594676720,3
434136047,0
1399485424,95
201636852,0
902679542,52
185803769,3
73800698,1
572466171,9
751574016,31
120867842,8
908407811,77
862714883,1
837829637,15
1233384453,112
1098413063,51
472302597,39
1124566025,64
586730504,12
982033420,0
301683725,38
1068207118,9
1045873679,49
1029297168,4
1111786513,97
286098451,0
550308883,0
1222114325,735
993270804,20
929743897,142
387714074,0
799239198,25
509969439,38
1214452771,17
120980516,0
276268070,22
958764070,0
1371558952,10
110916650,23
285303850,0
375385132,11
1157796910,20
372573231,1
797129776,0
192820274,123
349625395,8
351065142,4
279428154,1
268985402,25
892107837,17
288508989,1
954139712,25
431852609,2
107134018,1
827919428,119
306390087,331
78007370,0
814025804,13
260537420,507
118678606,7
136840269,1
1240841298,1002
258214995,13
385051731,10
1018381396,84
954100822,660
251507798,10
187812953,4
959222873,1
1272970334,1000
135353439,0
326517856,2
83326050,5
1370096738,0
1347681383,3
179911785,22
307934313,10
80530543,0
155864176,5
411665520,5
359703665,3
518366323,3
1375630453,115
340137077,3
152022135,12
1048210550,6
436270201,44
1097690232,1
284445819,1
925156477,4
491945086,12
378557567,2
818930816,10
1170087042,5
173001861,501
1051557000,269
1234320525,33
1270922382,789
1194755213,1061
706421907,132
1071578260,41
842818711,14
184472731,54
128978076,4
270572701,2
301231262,0
209859739,44
285260960,4
1109271715,263
206527655,0
1040614570,6
1332221101,34
1008577710,223
1111739567,84
435717297,2
408423602,0
942777522,40
540187826,1
274232502,10
594703545,314
170271930,0
108862656,2
966696129,45
276268226,48
706518211,195
1389231303,416
311325896,29
74837195,3
275948755,3
303277269,0
412308695,36
209659095,3
360234201,1
1150510297,494
302370014,17
437751010,0
201106659,3
339817701,2
1096830182,82
252251368,12
409287913,237
152788201,6
979752171,199
427377900,141
75519213,13
1010687213,1
189512936,0
1172589808,32
112831729,0
256945396,18
502414581,14
1033876726,138
259716343,0
77407482,7
73329918,1
257719552,0
582995201,7
213810432,0
203844864,33
74171648,3
264537349,2
1117951237,49
1170959623,437
428952840,0
201661703,1
558509322,2
1234085125,11
334564623,2
74374416,29
191712529,0
290618642,1
918732047,99
408567056,3
254465298,1
111082774,1
419818774,0
100441369,0
274681115,0
947191070,4
215516451,2
955596067,10
1070363940,29
262520106,0
120315179,21
418368811,51
959298859,6
1006030122,295
1238355247,980
647826736,62
80538924,0
1019700531,46
205372733,2
267726144,9
592284993,22
500673866,57
294540619,6
270421324,0
956638541,10
135066958,38
75908431,6
1258388821,585
283657561,164
698727774,3
152024419,13
1333605735,30
1161983336,0
906218859,24
252820844,5
252259693,1
124921198,1
207050092,0
1076405618,587
111121779,9
496893300,3
1118453108,0
152218998,0
251854201,1
1106548091,20
504642939,1
1058911614,34
278930814,14
413551999,38
1390304640,4
887248255,17
501575043,24
1148650883,294
177585541,0
306992520,3
1073298826,48
955266444,7
217390477,0
515839372,13
870239631,279
972414353,4
165244308,0
158004629,17
79898010,6
1345547675,62
1231654306,15
1047430562,9
276268454,35
661499303,0
312014249,0
1373523369,3
89603501,6
988177838,5
326120877,2
1212558767,703
1097108911,1
1088978354,155
147232181,86
160904630,45
395503030,30
189330872,11
73330106,15
352660924,5
923018685,1
883011006,48
1014654399,24
73330112,60
292025793,0
201598403,15
1097989571,43
598525381,35
1016212932,1
328074695,29
338560456,19
964902342,1
425369034,3
851004868,0
997522893,520
120724941,1
274089424,0
365567440,2
980669909,9
978298326,0
541752791,15
287700443,0
295908830,2
182496736,0
383084001,90
81501666,9
368403941,11
1042116072,6
264318446,4
966591983,5
290055666,15
963972595,5
1296639476,167
89017848,0
1256553977,250
672857593,53
496797178,23
313300476,19
253447675,0
1114062334,0
665964031,7
705029632,24
922398209,6
1073460738,6
733163012,581
267824646,1
1329229319,223
1340505607,18
1144712710,73
1352865294,4
852332047,184
252493329,0
733300242,25
138767891,2
1138081298,38
1209601557,378
561470997,94
294055449,300
1024247322,120
883308059,41
297680411,11
312884767,2
306300922,0
79138340,11
952002084,1
184671782,0
300822055,2
287700520,0
1244644906,517
81210923,9
778339885,18
892905009,38
1398685234,1
262227505,0
152016440,19
129166905,1
470623801,2
217652795,4
953290300,1127
553539133,0
465081916,13
271081023,0
1242537529,330
393557569,6
1088015938,13
1296012870,89
969113159,207
292130379,4
1301190222,255
262205010,0
73330265,3
1055909466,27
507938401,23
699024993,90
329875043,155
901453417,60
1344003690,611
190516844,17
1064701549,11
304531053,241
1087110764,491
486946417,2
928933489,36
1208147571,85
385017460,111
557975157,127
360861303,0
954158712,1
251471480,40
82456189,79
536258179,280
1053898371,7
285097604,2
1358421638,35
274450056,54
282857096,0
135067274,49
596047499,419
1207627404,19
794234509,51
253191823,78
253191824,18
260335249,23
82034322,0
1348535955,7
254707344,4
1150088852,142
1210859152,149
115594899,13
98746009,91
502304410,79
939310746,12
1242416794,585
299826841,2
326301337,3
918896288,116
1353981603,0
1093570212,16
900015782,198
1208024744,169
197875368,1
1011668648,54
1168154281,62
1082504877,6
441028270,17
1045184175,13
79687345,30
990897842,820
313540278,5
1223782070,52
474472126,0
1039511233,2
290803395,26
952485574,19
917921478,4
993666762,10
592746186,5
80821962,0
1028908750,459
74071760,6
313417425,2
769189585,112
1323843282,12
266671828,3
1121427158,2
455020248,20
214353624,3
440985304,84
1212485340,1
265264862,38
1104535262,1
1197145825,36
581959393,16
826420969,21
933048043,12
208070383,0
884362991,29
1151555313,0
204570355,24
1155102452,0
184237813,1
960902903,577
355421944,2
1042368254,185
595117823,0
79677184,1
1308024579,10
350359306,66
282795787,29
379453196,122
923019021,5
196050704,4
789935889,13
630200082,1
74198801,8
351948564,10
1077045014,29
1359111959,1
105924375,23
78561049,12
275924761,0
307906331,4
354082588,94
1201250076,0
430333725,50
1251147551,4
1145222943,258
717235999,0
451295014,407
275834665,6
309907242,0
1087147821,232
1106206509,2
581324591,576
809264944,539
399247154,5
818198322,208
73330484,6
1366265653,1
416046902,5
1361764151,59
151230264,29
1247694648,49
1073989433,0
1087614779,91
306454334,0
978052928,647
1394255685,0
885960517,560
413869893,9
73330501,5
255434567,0
1031214925,0
386170702,2
1089216339,324
261465941,1
393525078,76
521594713,26
325404506,136
323983193,31
508647267,464
978546531,0
306106212,23
1338531691,7
410937196,10
1122785133,2
549899114,32
1097193327,672
127842171,22
350709629,64
942126974,8
323696512,0
1223800705,66
1044408194,0
425328515,231
354627460,6
481105796,90
260190086,8
1020880772,359
379076483,0
178145160,12
492152715,17
1049452428,50
1106679693,20
159752078,12
204818320,0
888637335,59
567232410,0
623400860,6
1043699613,480
380317598,3
381704095,1
349888416,3
1188487073,310
1038974883,4
1244649384,1032
934576040,273
286889904,29
338552753,0
1099980720,1
1088587697,4
79497140,1
301295540,0
964063157,0
289484726,0
142870459,0
792092603,6
415535037,8
254113729,0
594419649,442
260716482,5
928159684,588
458827716,29
214071238,0
273450951,0
261654474,75
137254859,191
942696396,56
1090500561,51
214089682,185
404064215,0
91473880,12
154626007,3
211752923,1
207820765,0
74844126,10
582272991,195
208318433,0
659650530,2
1244784611,407
714231783,0
354668519,309
435836905,30
1092751338,51
1181233130,732
679462887,253
164829166,13
993044464,6
767016946,102
158175220,0
312418293,0
604880888,6
1279361017,434
262750202,0
1059045374,390
941907967,507
